date,min,max,median,q1,q3,stdev,count
2023-09-16T00:00:00.000Z,1.45,4.75,2.2,1.98,2.54,0.647,579
2023-09-17T00:00:00.000Z,0.52,7.4,1.85,1.44,2.22,0.623,576
2023-09-18T00:00:00.000Z,0,2.78,0.77,0.45,1.73,0.711,565
2023-09-19T00:00:00.000Z,0.08,1.1,0.43,0.3,0.56,0.191,561
2023-09-20T00:00:00.000Z,0.3,1.85,1,0.85,1.2,0.253,549
2023-09-21T00:00:00.000Z,0,2.35,1.2,0.9,1.42,0.446,575
2023-09-22T00:00:00.000Z,0,1.52,0.3,0.17,0.43,0.206,571
2023-09-23T00:00:00.000Z,0,1.33,0.3,0.2,0.5,0.244,579
2023-09-24T00:00:00.000Z,0.1,2.52,0.73,0.56,1.08,0.526,576
2023-09-25T00:00:00.000Z,0.3,2.22,1.25,1,1.5,0.366,578
2023-09-26T00:00:00.000Z,0.7,3.05,1.7,1.45,1.95,0.36,556
2023-09-27T00:00:00.000Z,0.82,3.22,1.98,1.7,2.25,0.398,568
2023-09-28T00:00:00.000Z,0.6,2.88,1.67,1.42,1.88,0.346,574
2023-09-29T00:00:00.000Z,0.55,4.15,1.7,1.3,2.22,0.698,576
2023-09-30T00:00:00.000Z,0.55,3.4,2.17,1.83,2.52,0.508,572
2023-10-01T00:00:00.000Z,1.4,5.95,2.9,2.42,3.53,0.809,551
2023-10-02T00:00:00.000Z,1.5,6.6,4.55,3.67,5,0.939,555
2023-10-03T00:00:00.000Z,0.28,3.2,2.08,1.45,2.38,0.704,566
2023-10-04T00:00:00.000Z,0.32,2.04,1.14,0.9,1.38,0.348,574
2023-10-05T00:00:00.000Z,0.85,7.07,2.2,1.73,2.6,0.632,567
2023-10-06T00:00:00.000Z,1.12,4.13,2.45,2.04,2.85,0.572,570
2023-10-07T00:00:00.000Z,0.93,3.1,1.9,1.7,2.15,0.345,565
2023-10-08T00:00:00.000Z,0.6,2.9,1.65,1.4,1.92,0.389,563
2023-10-09T00:00:00.000Z,0.63,3.3,1.75,1.48,2,0.414,551
2023-10-10T00:00:00.000Z,0.88,3.83,1.77,1.48,2.02,0.398,544
2023-10-11T00:00:00.000Z,0.55,2.7,1.55,1.3,1.83,0.374,563
2023-10-12T00:00:00.000Z,0.43,42.33,1.4,1.2,1.63,2.848,560
2023-10-13T00:00:00.000Z,0.4,2.8,1.35,1.1,1.58,0.36,560
2023-10-14T00:00:00.000Z,0,3.92,1.23,0.6,1.65,0.654,566
2023-10-15T00:00:00.000Z,0.1,2.45,0.55,0.4,0.8,0.357,571
2023-10-16T00:00:00.000Z,0.2,5.28,1.35,0.9,1.69,0.55,564
2023-10-17T00:00:00.000Z,0.98,5.09,3.33,2.47,3.67,0.804,564
2023-10-18T00:00:00.000Z,2.88,5.55,4.03,3.75,4.28,0.413,556
2023-10-19T00:00:00.000Z,1.27,5.13,3.35,2.9,3.83,0.708,547
2023-10-20T00:00:00.000Z,0,4.95,1.5,0.6,3.13,1.3,577
2023-10-21T00:00:00.000Z,0.05,1.7,0.52,0.3,0.85,0.374,574
2023-10-22T00:00:00.000Z,0.05,2.7,0.45,0.3,0.65,0.332,574
2023-10-23T00:00:00.000Z,0.4,4.38,1.77,1.42,2.08,0.517,577
2023-10-24T00:00:00.000Z,0.17,3.2,1.85,1.21,2.2,0.672,572
2023-10-25T00:00:00.000Z,0,3.13,0.8,0.25,1.25,0.754,576
2023-10-26T00:00:00.000Z,0,2.38,0.38,0.17,0.68,0.418,574
2023-10-27T00:00:00.000Z,0,2.9,0.2,0.1,0.4,0.385,575
2023-10-28T00:00:00.000Z,0,1.42,0.32,0.2,0.5,0.242,579
2023-10-29T00:00:00.000Z,0.1,2.15,0.75,0.56,0.93,0.298,576
2023-10-30T00:00:00.000Z,0,3.1,1.17,0.5,2,0.822,579
2023-10-31T00:00:00.000Z,0,1.75,0.38,0.2,0.55,0.244,579
2023-11-01T00:00:00.000Z,0.1,3.17,0.88,0.55,1.23,0.456,562
2023-11-02T00:00:00.000Z,0.05,13.2,1.02,0.55,1.5,0.812,557
2023-11-03T00:00:00.000Z,0,2.38,0.3,0.13,0.7,0.448,574
2023-11-04T00:00:00.000Z,0,2.13,0.51,0.3,0.77,0.366,560
2023-11-05T00:00:00.000Z,0,4.9,0.1,0.1,0.2,0.258,579
2023-11-06T00:00:00.000Z,0.03,1.58,0.3,0.2,0.4,0.17,568
2023-11-07T00:00:00.000Z,0,1.12,0.3,0.2,0.43,0.179,574
2023-11-08T00:00:00.000Z,0.1,3.35,0.6,0.4,0.82,0.349,572
2023-11-09T00:00:00.000Z,0.13,2.5,1,0.65,1.4,0.496,540
2023-11-10T00:00:00.000Z,0,3.1,0.6,0.3,1.35,0.624,568
2023-11-11T00:00:00.000Z,0.1,1.7,0.3,0.2,0.56,0.306,575
2023-11-12T00:00:00.000Z,0,1.77,0.55,0.3,0.93,0.409,354
2023-11-13T00:00:00.000Z,0,1.83,0.4,0.2,0.65,0.324,578
2023-11-14T00:00:00.000Z,0,2.1,0.28,0.13,0.43,0.278,575
2023-11-15T00:00:00.000Z,0,1.42,0.3,0.2,0.5,0.255,577
2023-11-16T00:00:00.000Z,0,2.22,0.52,0.3,0.82,0.354,572
2023-11-17T00:00:00.000Z,0.1,1.5,0.3,0.17,0.5,0.249,572
2023-11-18T00:00:00.000Z,0.1,2.78,0.93,0.56,1.4,0.542,568
2023-11-19T00:00:00.000Z,0,2.78,0.6,0.37,0.95,0.448,576
2023-11-20T00:00:00.000Z,0,1.92,0.47,0.3,0.7,0.262,572
2023-11-21T00:00:00.000Z,0.1,1.1,0.32,0.2,0.45,0.184,574
2023-11-22T00:00:00.000Z,0.3,3.28,1.25,0.9,1.7,0.569,576
2023-11-23T00:00:00.000Z,0.95,4,2.52,2.2,2.83,0.476,577
2023-11-24T00:00:00.000Z,0,3.8,0.98,0.47,2.29,1.02,575
2023-11-25T00:00:00.000Z,0.1,1.63,0.4,0.25,0.52,0.221,577
2023-11-26T00:00:00.000Z,0.1,2.45,0.73,0.43,1.02,0.406,573
2023-11-27T00:00:00.000Z,0.1,2.63,0.82,0.56,1.12,0.427,577
2023-11-28T00:00:00.000Z,0.1,2.15,0.55,0.28,0.9,0.43,577
2023-11-29T00:00:00.000Z,0.2,2.15,0.82,0.68,1.02,0.292,579
2023-11-30T00:00:00.000Z,0.28,3.6,1.27,0.93,1.67,0.514,579
2023-12-01T00:00:00.000Z,0.1,3.58,1.63,1.08,2.02,0.649,575
2023-12-02T00:00:00.000Z,0.2,3.25,0.97,0.63,1.52,0.621,562
2023-12-03T00:00:00.000Z,0.55,4.8,2.4,1.84,3.03,0.813,577
2023-12-04T00:00:00.000Z,1.05,6.55,3.2,2.5,4,1.028,578
2023-12-05T00:00:00.000Z,0.1,3.53,1.05,0.5,1.95,0.891,578
2023-12-06T00:00:00.000Z,0.1,2.7,0.8,0.55,1.1,0.441,578
2023-12-07T00:00:00.000Z,0.3,4.18,1.88,1.39,2.38,0.733,577
2023-12-08T00:00:00.000Z,0.65,4.8,2.67,2.17,3.25,0.736,579
2023-12-09T00:00:00.000Z,0.1,4.3,2,1.2,2.64,0.996,581
2023-12-10T00:00:00.000Z,0,1.95,0.52,0.3,0.82,0.373,579
2023-12-11T00:00:00.000Z,0,1.92,0.38,0.2,0.65,0.324,570
2023-12-12T00:00:00.000Z,0,2.22,0.22,0.1,0.5,0.314,573
2023-12-13T00:00:00.000Z,0,1.88,0.3,0.2,0.5,0.283,580
2023-12-14T00:00:00.000Z,0.1,1.7,0.6,0.43,0.82,0.274,578
2023-12-15T00:00:00.000Z,0.17,2.7,1.23,0.9,1.55,0.458,580
2023-12-16T00:00:00.000Z,0.45,4.32,2.08,1.65,2.7,0.711,577
2023-12-17T00:00:00.000Z,1.2,4.72,2.8,2.44,3.17,0.599,580
2023-12-18T00:00:00.000Z,0.65,2.95,1.58,1.3,1.85,0.424,580
2023-12-19T00:00:00.000Z,0.63,4.18,1.98,1.48,2.52,0.693,575
2023-12-20T00:00:00.000Z,0.2,4,1.45,0.88,2.15,0.767,579
2023-12-21T00:00:00.000Z,0,3.88,0.28,0.1,0.7,0.408,579
2023-12-22T00:00:00.000Z,0,1.3,0.15,0.1,0.3,0.176,574
2023-12-23T00:00:00.000Z,0,1.8,0.2,0.1,0.4,0.252,579
2023-12-24T00:00:00.000Z,0.1,2.38,0.8,0.6,1.08,0.358,576
2023-12-25T00:00:00.000Z,0.13,7.57,0.75,0.55,1.14,0.616,580
2023-12-26T00:00:00.000Z,0.75,3.03,1.6,1.34,1.9,0.407,493
2023-12-27T00:00:00.000Z,0.6,3.47,1.58,1.34,1.9,0.4,576
2023-12-28T00:00:00.000Z,0.43,3.7,1.58,1.23,2.04,0.585,579
2023-12-29T00:00:00.000Z,0.55,3.1,1.55,1.3,1.88,0.425,574
2023-12-30T00:00:00.000Z,0.2,3.17,1.1,0.85,1.33,0.375,579
2023-12-31T00:00:00.000Z,0.1,4.97,1.25,0.85,1.67,0.706,569
2024-01-01T00:00:00.000Z,0.1,7.7,1.05,0.63,1.64,1.002,572
2024-01-02T00:00:00.000Z,0.1,1.7,0.55,0.4,0.74,0.311,540
2024-01-03T00:00:00.000Z,0,2.85,0.2,0.1,0.35,0.249,570
2024-01-04T00:00:00.000Z,0,3.58,0.3,0.15,0.47,0.327,578
2024-01-05T00:00:00.000Z,0.1,3.15,1.1,0.7,1.45,0.526,553
2024-01-06T00:00:00.000Z,0.1,3.17,0.82,0.5,1.23,0.536,581
2024-01-07T00:00:00.000Z,0.3,3.2,1.3,0.98,1.8,0.568,579
2024-01-08T00:00:00.000Z,0.6,3.63,1.73,1.35,2.17,0.592,577
2024-01-09T00:00:00.000Z,0.95,5.78,2.83,2.21,3.5,0.913,577
2024-01-10T00:00:00.000Z,1.25,6.47,3.9,3.38,4.4,0.791,578
2024-01-11T00:00:00.000Z,1.45,6.65,3.42,2.92,4,0.795,578
2024-01-12T00:00:00.000Z,1.77,6.4,3.55,3,4.05,0.765,580
2024-01-13T00:00:00.000Z,1,5.05,2.63,2.2,3.13,0.684,574
2024-01-14T00:00:00.000Z,0.73,4.7,2.47,2.04,3.05,0.71,578
2024-01-15T00:00:00.000Z,0.22,4.5,2.42,1.92,2.97,0.818,576
2024-01-16T00:00:00.000Z,0.4,3.78,1.85,1.38,2.33,0.631,571
2024-01-17T00:00:00.000Z,0.45,4.22,1.92,1.52,2.33,0.658,579
2024-01-18T00:00:00.000Z,0,1.9,0.47,0.21,0.74,0.352,581
2024-01-19T00:00:00.000Z,0.2,2.88,1.23,0.93,1.55,0.464,574
2024-01-20T00:00:00.000Z,0.38,3.9,1.88,1.42,2.34,0.639,580
2024-01-21T00:00:00.000Z,0.2,5.25,1.58,1.17,1.91,0.582,581
2024-01-22T00:00:00.000Z,0.1,2.78,1.02,0.65,1.35,0.502,579
2024-01-23T00:00:00.000Z,0.1,1.55,0.43,0.3,0.6,0.242,578
2024-01-24T00:00:00.000Z,0,1.17,0.25,0.13,0.4,0.208,564
2024-01-25T00:00:00.000Z,0,2.13,0.4,0.15,0.9,0.529,580
2024-01-26T00:00:00.000Z,0.1,3,0.93,0.6,1.3,0.547,579
2024-01-27T00:00:00.000Z,0.25,3.33,1.45,1,1.85,0.608,581
2024-01-28T00:00:00.000Z,1.42,4.45,2.7,2.38,3.03,0.49,581
2024-01-29T00:00:00.000Z,0.88,4.3,2.38,1.98,2.75,0.574,580
2024-01-30T00:00:00.000Z,0.6,4.13,2.13,1.75,2.45,0.531,573
2024-01-31T00:00:00.000Z,0.93,3.85,2.08,1.75,2.4,0.488,580
2024-02-01T00:00:00.000Z,0.73,4.05,1.88,1.52,2.29,0.564,564
2024-02-02T00:00:00.000Z,0.3,3.9,1.9,1.27,2.54,0.796,565
2024-02-03T00:00:00.000Z,0.25,3.8,1.58,1.27,2.02,0.592,566
2024-02-04T00:00:00.000Z,1.8,9.44,3.13,2.75,3.42,0.556,559
2024-02-05T00:00:00.000Z,0.52,8.43,2.15,1.77,2.58,0.645,580
2024-02-06T00:00:00.000Z,0.35,4.13,2.17,1.4,2.75,0.795,579
2024-02-07T00:00:00.000Z,0.17,3.75,1.73,0.9,2.38,0.831,575
2024-02-08T00:00:00.000Z,0.1,2.4,0.88,0.56,1.23,0.444,558
2024-02-09T00:00:00.000Z,0.56,4.13,2.17,1.7,2.63,0.619,574
2024-02-10T00:00:00.000Z,0.1,6.95,3.03,2.63,3.4,0.758,573
2024-02-11T00:00:00.000Z,0,1.92,0.4,0.2,0.77,0.39,575
2024-02-12T00:00:00.000Z,0,1.63,0.4,0.25,0.6,0.25,571
2024-02-13T00:00:00.000Z,0.1,2.65,0.85,0.65,1.08,0.333,572
2024-02-14T00:00:00.000Z,0.1,2.13,0.77,0.56,1.01,0.33,576
2024-02-15T00:00:00.000Z,0.2,3.53,1.38,1,1.77,0.549,568
2024-02-16T00:00:00.000Z,0.5,5.2,1.83,1.54,2.17,0.511,576
2024-02-17T00:00:00.000Z,0.56,4,2.6,2.1,2.97,0.714,580
2024-02-18T00:00:00.000Z,0.3,5.22,2.97,2.35,3.65,1.018,580
2024-02-19T00:00:00.000Z,0,2.17,0.7,0.5,0.93,0.338,580
2024-02-20T00:00:00.000Z,0.08,1.7,0.6,0.38,0.82,0.311,579
2024-02-21T00:00:00.000Z,0.1,1.83,0.82,0.6,1.1,0.34,579
2024-02-22T00:00:00.000Z,0,3.55,1.4,0.98,1.83,0.694,577
2024-02-23T00:00:00.000Z,0,1.45,0.25,0.1,0.47,0.238,578
2024-02-24T00:00:00.000Z,0.1,1.67,0.52,0.38,0.7,0.267,574
2024-02-25T00:00:00.000Z,0.15,2,0.8,0.6,1,0.316,579
2024-02-26T00:00:00.000Z,0.2,2.65,1.17,0.88,1.52,0.457,574
2024-02-27T00:00:00.000Z,0.98,5.15,2.92,2,3.47,0.874,579
2024-02-28T00:00:00.000Z,2.5,7.03,4.28,3.83,4.82,0.736,581
2024-02-29T00:00:00.000Z,2.4,6.82,4.65,3.97,5.45,0.919,581
2024-03-01T00:00:00.000Z,0.05,5.65,1.25,0.6,3.64,1.581,561
2024-03-02T00:00:00.000Z,0.28,5.88,2.17,1.33,2.6,0.838,577
2024-03-03T00:00:00.000Z,0,3.65,2.1,0.37,2.58,1.074,580
2024-03-04T00:00:00.000Z,0.63,4.09,2.04,1.55,2.65,0.697,580
2024-03-05T00:00:00.000Z,0.1,5.03,1.35,0.54,3.26,1.363,572
2024-03-06T00:00:00.000Z,0.1,2.54,0.62,0.3,1.1,0.543,574
2024-03-07T00:00:00.000Z,0.4,3.4,1.6,1.3,1.98,0.526,568
2024-03-08T00:00:00.000Z,0.65,5.7,3.25,2.59,3.69,0.845,573
2024-03-09T00:00:00.000Z,0,6.03,2.35,0.1,3.55,1.735,569
2024-03-10T00:00:00.000Z,0,2.52,0.4,0.1,0.68,0.465,571
2024-03-11T00:00:00.000Z,0,1.14,0.3,0.2,0.45,0.188,564
2024-03-12T00:00:00.000Z,0.1,13.48,0.82,0.5,1.17,0.796,572
2024-03-13T00:00:00.000Z,0.4,1.7,0.95,0.77,1.1,0.252,57
2024-03-16T00:00:00.000Z,0.2,1.92,0.77,0.56,1,0.339,137
2024-03-17T00:00:00.000Z,0.13,2.8,0.9,0.68,1.25,0.417,573
2024-03-18T00:00:00.000Z,0,2.95,0.52,0.25,1.1,0.573,582
2024-03-19T00:00:00.000Z,0.4,2.83,1.65,1.3,1.95,0.464,584
2024-03-20T00:00:00.000Z,0.6,3.9,1.73,1.4,2.08,0.515,579
2024-03-21T00:00:00.000Z,0.17,1.7,0.77,0.6,0.98,0.278,586
2024-03-22T00:00:00.000Z,0.35,2.4,1.02,0.88,1.25,0.288,504
2024-03-23T00:00:00.000Z,0,2.2,0.45,0.25,0.7,0.342,541
2024-03-24T00:00:00.000Z,0.1,2.15,0.3,0.2,0.43,0.202,582
2024-03-25T00:00:00.000Z,0.08,1.58,0.5,0.34,0.68,0.26,588
2024-03-26T00:00:00.000Z,0,2.38,0.8,0.1,1.24,0.618,588
2024-03-27T00:00:00.000Z,0,2.25,0.45,0.2,0.93,0.474,589
2024-03-28T00:00:00.000Z,0,1.85,0.4,0.2,0.68,0.345,587
2024-03-29T00:00:00.000Z,0,2.25,0.56,0.4,0.75,0.287,366
2024-03-30T00:00:00.000Z,0,3.22,0.89,0.47,1.38,0.623,584
2024-03-31T00:00:00.000Z,0.1,3.17,1,0.68,1.52,0.598,586
2024-04-01T00:00:00.000Z,0,2.27,0.2,0.1,0.4,0.393,563
2024-04-02T00:00:00.000Z,0,1.3,0.2,0.1,0.3,0.172,584
2024-04-03T00:00:00.000Z,0,1.6,0.43,0.27,0.68,0.315,584
2024-04-04T00:00:00.000Z,0,3.92,0.38,0.2,0.6,0.452,583
2024-04-05T00:00:00.000Z,0.1,1.75,0.65,0.5,0.82,0.272,583
2024-04-06T00:00:00.000Z,0.28,1.83,0.82,0.65,1.02,0.298,586
2024-04-07T00:00:00.000Z,0.1,5.09,1.3,1,1.63,0.521,585
2024-04-08T00:00:00.000Z,0.56,3.42,1.73,1.5,2.02,0.429,575
2024-04-09T00:00:00.000Z,0,2.75,0.2,0.1,1.55,0.819,573
2024-04-10T00:00:00.000Z,0,4.55,0.6,0.3,0.82,0.382,568
2024-04-11T00:00:00.000Z,0.3,2.4,1.35,1.1,1.63,0.373,559
2024-04-12T00:00:00.000Z,0.9,14.8,1.76,1.55,2.02,0.744,562
2024-04-13T00:00:00.000Z,0.63,3.2,1.8,1.5,2.15,0.466,578
2024-04-14T00:00:00.000Z,0.4,4.75,1.25,1.05,1.46,0.386,577
2024-04-15T00:00:00.000Z,0.03,2.54,1.14,0.7,1.49,0.521,572
2024-04-16T00:00:00.000Z,0,1.58,0.2,0.1,0.3,0.182,575
2024-04-17T00:00:00.000Z,0.08,1.2,0.2,0.1,0.32,0.151,574
2024-04-18T00:00:00.000Z,0.1,1.85,0.7,0.5,0.9,0.315,575
2024-04-19T00:00:00.000Z,0,1.83,0.43,0.28,0.7,0.336,570
2024-04-20T00:00:00.000Z,0,1.02,0.3,0.2,0.43,0.176,546
2024-04-21T00:00:00.000Z,0.1,2.42,0.52,0.38,0.82,0.387,575
2024-04-22T00:00:00.000Z,0.45,4.43,1.55,1.25,1.9,0.51,572
2024-04-23T00:00:00.000Z,0.4,3.42,1.73,1.35,2.1,0.522,569
2024-04-24T00:00:00.000Z,0.1,3.4,1.58,1.08,1.95,0.633,571
2024-04-25T00:00:00.000Z,0.25,1.83,0.73,0.56,0.93,0.265,570
2024-04-26T00:00:00.000Z,0.28,2.65,1.1,0.88,1.35,0.378,555
2024-04-27T00:00:00.000Z,0,2.67,0.2,0.07,1.4,0.783,569
2024-04-28T00:00:00.000Z,0,1.35,0.4,0.2,0.56,0.269,573
2024-04-29T00:00:00.000Z,0.17,2.4,1.27,0.77,1.58,0.511,574
2024-04-30T00:00:00.000Z,0.55,3.6,1.85,1.55,2.15,0.455,576
2024-05-01T00:00:00.000Z,0.08,4.18,1.73,0.77,2.1,0.763,544
2024-05-02T00:00:00.000Z,0,3.15,0.47,0.1,1.42,0.853,572
2024-05-03T00:00:00.000Z,0,2.38,0.4,0.15,0.68,0.333,571
2024-05-04T00:00:00.000Z,0.1,3.88,0.68,0.5,0.82,0.377,362
2024-05-05T00:00:00.000Z,0,14.95,0.68,0.32,0.95,1.026,463
2024-05-06T00:00:00.000Z,0,2.97,0.6,0.4,0.9,0.405,573
2024-05-07T00:00:00.000Z,0,1.9,0.6,0.38,0.82,0.32,571
2024-05-08T00:00:00.000Z,0,3.6,1.98,1.38,2.42,0.85,573
2024-05-09T00:00:00.000Z,0.65,4.22,1.69,1.33,2.7,0.8,572
2024-05-10T00:00:00.000Z,0.9,3.8,1.9,1.58,2.42,0.575,575
2024-05-11T00:00:00.000Z,0.5,3.5,1.9,1.58,2.27,0.529,572
2024-05-12T00:00:00.000Z,0.28,3.38,1.67,0.9,2.2,0.693,574
2024-05-13T00:00:00.000Z,0.15,2.35,0.9,0.7,1.17,0.371,571
2024-05-14T00:00:00.000Z,0,2.83,1,0.6,1.4,0.503,578
2024-05-15T00:00:00.000Z,0,3.83,0.7,0.43,1.1,0.539,578
2024-05-16T00:00:00.000Z,0,1.77,0.6,0.3,0.95,0.413,570
2024-05-17T00:00:00.000Z,0,1.14,0.3,0.2,0.45,0.199,577
2024-05-18T00:00:00.000Z,0.15,1.77,0.63,0.5,0.8,0.257,576
2024-05-19T00:00:00.000Z,0.1,2.8,0.68,0.5,0.9,0.342,577
2024-05-20T00:00:00.000Z,0.17,2.58,0.98,0.75,1.2,0.34,578
2024-05-21T00:00:00.000Z,0,3.93,0.45,0.3,0.65,0.297,578
2024-05-22T00:00:00.000Z,0.03,1.3,0.47,0.32,0.64,0.221,572
2024-05-23T00:00:00.000Z,0,1.9,0.27,0.13,0.6,0.328,578
2024-05-24T00:00:00.000Z,0,2.02,0.4,0.28,0.68,0.395,578
2024-05-25T00:00:00.000Z,0.08,1.67,0.7,0.5,0.9,0.283,576
2024-05-26T00:00:00.000Z,0.05,2.6,0.95,0.59,1.27,0.438,577
2024-05-27T00:00:00.000Z,0.1,2.52,1.4,0.88,1.7,0.514,575
2024-05-28T00:00:00.000Z,0.1,1.45,0.6,0.45,0.75,0.224,576
2024-05-29T00:00:00.000Z,0.2,1.77,0.82,0.65,1.02,0.288,575
2024-05-30T00:00:00.000Z,0,2.13,0.35,0.2,0.67,0.39,576
2024-05-31T00:00:00.000Z,0,1.42,0.2,0.1,0.3,0.202,579
2024-06-01T00:00:00.000Z,0,1.77,0.25,0.1,0.7,0.445,556
2024-06-02T00:00:00.000Z,0.1,4.22,0.63,0.49,0.87,0.358,577
2024-06-03T00:00:00.000Z,0,4.2,1.34,0.9,2.37,0.896,576
2024-06-04T00:00:00.000Z,1.1,3.92,2.04,1.73,2.78,0.659,576
2024-06-05T00:00:00.000Z,0.95,18.73,1.8,1.6,2,1.125,578
2024-06-06T00:00:00.000Z,0.45,5.8,1.67,1.23,2.08,0.602,575
2024-06-07T00:00:00.000Z,0.47,3.13,1.73,1.05,2.13,0.626,576
2024-06-08T00:00:00.000Z,0.65,2.88,1.77,1.45,2.02,0.402,570
2024-06-09T00:00:00.000Z,0.22,16.39,1.33,1,1.73,0.971,570
2024-06-10T00:00:00.000Z,0.43,3.2,1.25,0.93,1.98,0.601,573
2024-06-11T00:00:00.000Z,0.1,8.52,0.65,0.47,0.9,0.597,574
2024-06-12T00:00:00.000Z,0.1,1.67,0.65,0.5,0.85,0.266,574
2024-06-13T00:00:00.000Z,0.52,2.13,1.3,1.08,1.5,0.295,574
2024-06-14T00:00:00.000Z,0.65,2.42,1.3,1.1,1.5,0.292,573
2024-06-15T00:00:00.000Z,0,2.13,0.43,0.3,0.7,0.485,505
2024-06-16T00:00:00.000Z,0.17,2.78,0.7,0.5,0.88,0.279,573
2024-06-17T00:00:00.000Z,0,1.63,0.63,0.45,0.8,0.269,571
2024-06-18T00:00:00.000Z,0.25,2.15,1.12,0.93,1.33,0.322,581
2024-06-19T00:00:00.000Z,0.75,3.2,1.95,1.65,2.2,0.382,565
2024-06-20T00:00:00.000Z,0.3,4.03,2.42,2,2.8,0.699,556
2024-06-21T00:00:00.000Z,0,2.78,0.82,0.4,1.19,0.497,556
2024-06-22T00:00:00.000Z,0,1.52,0.25,0.1,0.45,0.27,559
2024-06-23T00:00:00.000Z,0,1.48,0.5,0.3,0.8,0.329,555
2024-06-24T00:00:00.000Z,0.2,2.83,1.7,1.05,2.1,0.651,558
2024-06-25T00:00:00.000Z,0.63,3.55,2.29,1.35,2.64,0.712,569
2024-06-26T00:00:00.000Z,0.35,2.58,1.14,0.88,1.6,0.468,574
2024-06-27T00:00:00.000Z,0.43,2.97,1.8,1.2,2.15,0.587,566
2024-06-28T00:00:00.000Z,1.38,4.25,2.42,2.15,2.65,0.392,564
2024-06-29T00:00:00.000Z,0.4,4.95,2.38,1.42,2.92,0.843,574
2024-06-30T00:00:00.000Z,0,3.25,0.7,0.35,1.1,0.501,573
2024-07-01T00:00:00.000Z,0.05,2.13,0.82,0.56,1.12,0.406,567
2024-07-02T00:00:00.000Z,0.25,2.08,1.1,0.88,1.33,0.343,570
2024-07-03T00:00:00.000Z,0.08,2.4,0.75,0.47,1.17,0.476,574
2024-07-04T00:00:00.000Z,0.05,1.52,0.5,0.38,0.68,0.237,571
2024-07-05T00:00:00.000Z,0.1,1.98,0.88,0.68,1.05,0.309,568
2024-07-06T00:00:00.000Z,0,2.33,1.2,0.65,1.48,0.531,572
2024-07-07T00:00:00.000Z,0.05,1.67,0.5,0.35,0.63,0.233,575
2024-07-08T00:00:00.000Z,0.2,2.2,0.88,0.68,1.08,0.343,565
2024-07-09T00:00:00.000Z,0.47,2.92,1.55,1.3,1.77,0.368,569
2024-07-10T00:00:00.000Z,0.55,2.97,1.98,1.62,2.2,0.445,569
2024-07-11T00:00:00.000Z,0.5,3.38,1.8,1.55,2.1,0.497,566
2024-07-12T00:00:00.000Z,0.08,2.42,0.8,0.62,1.1,0.416,573
2024-07-13T00:00:00.000Z,0.13,2.2,0.82,0.7,1,0.248,576
2024-07-14T00:00:00.000Z,0.5,2.1,1.12,0.9,1.3,0.296,562
2024-07-15T00:00:00.000Z,0.65,4.7,1.73,1.38,2,0.448,571
2024-07-16T00:00:00.000Z,0.3,2.27,1.08,0.85,1.35,0.349,573
2024-07-17T00:00:00.000Z,0.43,1.77,1,0.8,1.17,0.263,573
2024-07-18T00:00:00.000Z,0.9,3.6,2,1.73,2.21,0.398,572
2024-07-19T00:00:00.000Z,1.67,3.75,2.58,2.33,2.75,0.311,562
2024-07-20T00:00:00.000Z,1.83,6.2,2.58,2.38,2.79,0.424,568
2024-07-21T00:00:00.000Z,0.6,3.4,1.52,1.17,2.1,0.676,574
2024-07-22T00:00:00.000Z,0.25,2.42,0.85,0.7,1.02,0.288,573
2024-07-23T00:00:00.000Z,0.3,3.22,1.25,0.97,1.6,0.48,569
2024-07-24T00:00:00.000Z,0.2,2.35,1,0.77,1.2,0.316,569
2024-07-25T00:00:00.000Z,0.6,3.75,1.67,1.4,1.9,0.431,570
2024-07-26T00:00:00.000Z,1.1,3.95,2.1,1.85,2.29,0.338,563
2024-07-27T00:00:00.000Z,1.55,5.4,2.4,2.2,2.6,0.356,572
2024-07-28T00:00:00.000Z,0.2,3.47,1.52,1.08,2.21,0.75,564
2024-07-29T00:00:00.000Z,1.02,3.45,2.13,1.77,2.4,0.42,573
2024-07-30T00:00:00.000Z,1.4,3.9,2.35,2.02,2.65,0.459,562
2024-07-31T00:00:00.000Z,0.93,6.63,2.2,1.83,2.7,0.594,567
2024-08-01T00:00:00.000Z,0.8,4.9,1.85,1.55,2.25,0.654,567
2024-08-02T00:00:00.000Z,0.55,4.05,2.04,1.67,2.65,0.713,572
2024-08-03T00:00:00.000Z,0.5,3.17,2.2,1.2,2.52,0.728,567
2024-08-04T00:00:00.000Z,1.17,3.22,2.17,1.95,2.4,0.333,566
2024-08-05T00:00:00.000Z,0.85,2.9,1.67,1.42,1.9,0.355,564
2024-08-06T00:00:00.000Z,0.8,3.55,2,1.75,2.25,0.393,558
2024-08-07T00:00:00.000Z,0.3,3.22,1.4,1.1,1.88,0.531,562
2024-08-08T00:00:00.000Z,0.98,3.07,1.75,1.51,2,0.329,560
2024-08-09T00:00:00.000Z,0.4,2.85,1.58,1.27,1.91,0.454,556
2024-08-10T00:00:00.000Z,0.7,2.67,1.6,1.38,1.83,0.318,558
2024-08-11T00:00:00.000Z,1.1,4.57,2.2,1.95,2.4,0.368,564
2024-08-12T00:00:00.000Z,0.38,15.2,2.15,1.35,2.47,0.97,558
