date,min,max,median,q1,q3,stdev,count
2024-08-13T00:00:00.000Z,0.55,3.45,1.45,1.17,1.7,0.404,551
2024-08-14T00:00:00.000Z,0.25,2.52,1.33,1,1.58,0.407,529
2024-08-15T00:00:00.000Z,0.38,2.58,1.52,0.93,1.9,0.555,489
2024-08-16T00:00:00.000Z,0.98,2.58,1.75,1.55,1.9,0.27,456
2024-08-17T00:00:00.000Z,0.7,2.8,1.4,1.2,1.67,0.376,542
2024-08-18T00:00:00.000Z,0,2,0.73,0.4,1.12,0.45,544
2024-08-19T00:00:00.000Z,0.2,3.08,1.55,0.95,2,0.652,543
2024-08-20T00:00:00.000Z,0.52,3.45,2.1,1.63,2.38,0.522,555
2024-08-21T00:00:00.000Z,0.28,4.07,1.48,1.1,2.37,0.936,545
2024-08-22T00:00:00.000Z,0.47,3.15,1.98,1.29,2.33,0.609,556
2024-08-23T00:00:00.000Z,1.02,3.4,2.29,2.1,2.5,0.309,559
2024-08-24T00:00:00.000Z,1.38,3.83,2.63,2.27,2.92,0.44,537
2024-08-25T00:00:00.000Z,0,3.4,0.63,0.45,0.88,0.626,562
2024-08-26T00:00:00.000Z,0.35,2.45,1.1,0.88,1.35,0.335,549
2024-08-27T00:00:00.000Z,0.88,3.2,1.9,1.65,2.2,0.374,550
2024-08-28T00:00:00.000Z,1.6,3.58,2.4,2.17,2.6,0.337,553
2024-08-29T00:00:00.000Z,1.52,3.55,2.58,2.38,2.78,0.303,546
2024-08-30T00:00:00.000Z,2.17,4.2,3.22,2.95,3.47,0.37,506
2024-08-31T00:00:00.000Z,2.78,4.88,3.65,3.45,3.83,0.344,362
2024-09-01T00:00:00.000Z,0.77,5.07,3.67,2.29,4.05,1.006,561
2024-09-02T00:00:00.000Z,1,3.4,2.04,1.8,2.29,0.361,544
2024-09-03T00:00:00.000Z,0.35,3.25,2.22,1.9,2.5,0.634,554
2024-09-04T00:00:00.000Z,0.52,2.9,1.6,1.38,1.8,0.355,559
2024-09-05T00:00:00.000Z,0,3.42,1.92,0.3,2.46,1.047,549
2024-09-06T00:00:00.000Z,0,1.8,0.9,0.65,1.12,0.356,521
2024-09-07T00:00:00.000Z,0.52,3.13,1.2,0.98,1.54,0.553,492
2024-09-08T00:00:00.000Z,0.1,2.45,1.02,0.63,1.7,0.575,549
2024-09-09T00:00:00.000Z,0,1.52,0.3,0.17,0.47,0.273,556
2024-09-10T00:00:00.000Z,0.2,1.83,0.9,0.73,1.14,0.321,544
2024-09-11T00:00:00.000Z,0,2.45,1.1,0.47,1.45,0.579,558
2024-09-12T00:00:00.000Z,0,1.98,0.4,0.22,0.63,0.307,561
2024-09-13T00:00:00.000Z,0.1,1.98,0.5,0.35,0.7,0.297,527
2024-09-14T00:00:00.000Z,0.1,2.25,0.8,0.56,1.08,0.391,565
2024-09-15T00:00:00.000Z,0.2,2.65,0.9,0.7,1.1,0.303,567
2024-09-16T00:00:00.000Z,0.1,2.27,0.8,0.52,1.23,0.443,559
2024-09-17T00:00:00.000Z,0.2,3,0.98,0.68,1.35,0.537,565
2024-09-18T00:00:00.000Z,0.55,2.95,1.3,1.1,1.55,0.338,559
2024-09-19T00:00:00.000Z,0.56,3.75,2.08,1.67,2.38,0.526,561
2024-09-20T00:00:00.000Z,1.12,4.09,2.15,1.85,2.5,0.515,559
2024-09-21T00:00:00.000Z,1.25,3.8,2.33,2.1,2.6,0.388,565
2024-09-22T00:00:00.000Z,0.65,4.13,2.5,2,2.9,0.672,567
2024-09-23T00:00:00.000Z,0,3,1.02,0.52,1.65,0.65,558
2024-09-24T00:00:00.000Z,0.1,2.1,0.9,0.65,1.1,0.332,561
2024-09-25T00:00:00.000Z,0.17,2.83,1.08,0.8,1.38,0.424,555
2024-09-26T00:00:00.000Z,0,4.4,0.77,0.3,1.2,0.552,567
2024-09-27T00:00:00.000Z,0,1.4,0.2,0.1,0.3,0.176,426
2024-09-28T00:00:00.000Z,0,1.27,0.32,0.2,0.55,0.244,397
2024-09-29T00:00:00.000Z,0.2,1.85,0.7,0.55,0.98,0.323,566
2024-09-30T00:00:00.000Z,0,1.3,0.5,0.32,0.65,0.242,566
2024-10-01T00:00:00.000Z,0.1,2.8,0.9,0.5,1.5,0.579,565
2024-10-02T00:00:00.000Z,0,2.67,0.5,0.25,0.88,0.43,567
2024-10-03T00:00:00.000Z,0.45,2.83,1.35,1.1,1.63,0.394,567
2024-10-04T00:00:00.000Z,0.1,2.33,1,0.7,1.35,0.412,570
2024-10-05T00:00:00.000Z,0.2,2.5,1.15,0.88,1.45,0.435,570
2024-10-06T00:00:00.000Z,0.25,4.05,1.35,1.02,1.73,0.529,563
2024-10-07T00:00:00.000Z,0.1,5.13,0.98,0.73,1.23,0.471,567
2024-10-08T00:00:00.000Z,0.08,3.1,0.95,0.5,1.8,0.729,566
2024-10-09T00:00:00.000Z,0.08,3.25,1.12,0.65,1.6,0.652,567
2024-10-10T00:00:00.000Z,0,1.35,0.17,0.1,0.3,0.198,563
2024-10-11T00:00:00.000Z,0,1.5,0.3,0.15,0.5,0.274,567
2024-10-12T00:00:00.000Z,0.38,3.2,1.6,1.27,1.9,0.445,570
2024-10-13T00:00:00.000Z,0.1,3.95,0.73,0.55,1.02,0.402,568
2024-10-14T00:00:00.000Z,0.35,2.8,1.1,0.93,1.3,0.309,566
2024-10-15T00:00:00.000Z,0.56,4,1.73,1.3,2.04,0.544,565
2024-10-16T00:00:00.000Z,1.25,4.95,2.75,2.4,3.1,0.555,569
2024-10-17T00:00:00.000Z,1.75,4.68,3.2,2.85,3.5,0.481,565
2024-10-18T00:00:00.000Z,0.1,3.72,1.98,0.88,2.75,0.969,564
2024-10-19T00:00:00.000Z,0.32,3.38,1.4,1.1,1.7,0.557,569
2024-10-20T00:00:00.000Z,0.32,3.75,1.45,1.05,2.25,0.782,567
2024-10-21T00:00:00.000Z,0.55,3.63,1.85,1.45,2.29,0.575,567
2024-10-22T00:00:00.000Z,0.56,6.1,1.3,1.08,1.58,0.438,565
2024-10-23T00:00:00.000Z,0.2,3.08,1.6,1.1,1.95,0.556,569
2024-10-24T00:00:00.000Z,0.6,4.15,1.67,1.35,2.76,0.813,561
2024-10-25T00:00:00.000Z,1.05,4.17,2.42,1.92,2.97,0.692,484
2024-10-26T00:00:00.000Z,1.27,6.13,2.7,2.29,3.08,0.563,562
2024-10-27T00:00:00.000Z,0.88,33.45,1.83,1.6,2.13,1.512,557
2024-10-28T00:00:00.000Z,0.68,4.05,2.2,1.55,2.78,0.747,548
2024-10-29T00:00:00.000Z,1.12,5.03,2.8,2.33,3.35,0.712,566
2024-10-30T00:00:00.000Z,1,4.13,2.54,2,2.95,0.613,562
2024-10-31T00:00:00.000Z,1.3,5.32,2.8,2.5,3.17,0.558,558
2024-11-01T00:00:00.000Z,0.88,6.57,2.72,2.2,3.92,1.117,554
2024-11-02T00:00:00.000Z,1.02,4.47,2.29,1.85,2.75,0.687,551
2024-11-03T00:00:00.000Z,0.65,4.38,2.29,1.92,2.72,0.628,550
2024-11-04T00:00:00.000Z,1.27,5.57,2.8,2.35,3.2,0.671,520
2024-11-05T00:00:00.000Z,0.75,4.43,2.04,1.67,2.47,0.582,380
2024-11-07T00:00:00.000Z,1.55,4.88,3,2.66,3.3,0.484,376
2024-11-08T00:00:00.000Z,1.5,7.03,3.7,2.92,4.34,1.055,460
2024-11-09T00:00:00.000Z,1.88,5.78,3.55,3.13,4,0.648,438
2024-11-10T00:00:00.000Z,1.67,4.72,2.9,2.54,3.25,0.53,408
2024-11-11T00:00:00.000Z,0.2,5.05,2.95,2.58,3.38,0.825,448
2024-11-12T00:00:00.000Z,0.1,4.03,1.23,0.73,2.04,0.94,353
2024-11-13T00:00:00.000Z,1.02,4.2,2.52,2.15,2.88,0.54,410
2024-11-14T00:00:00.000Z,0.98,3.88,2.22,1.88,2.63,0.527,387
2024-11-15T00:00:00.000Z,1.1,4.2,2.47,2.09,2.85,0.557,520
2024-11-16T00:00:00.000Z,0.88,5.3,2.5,2.08,2.95,0.747,542
2024-11-17T00:00:00.000Z,0.82,5.38,2.4,1.95,2.83,0.677,540
2024-11-18T00:00:00.000Z,0.15,2.55,0.88,0.6,1.33,0.508,346
